,id,claim,text_embedding,label
46,46,Βίντεο δείχνει χιόνι για πρώτη φορά στη Σαουδική Αραβία μετά από 100 χρόνια.,"[ 0.01271974 -0.02448551 -0.00544895 ... -0.02510825 -0.00442872
  0.0030375 ]",0
47,47,Ο Πάπας Φραγκίσκος δήλωσε ότι «οι παιδόφιλοι έχουν ιδιαίτερη θέση στον παράδεισο».,"[ 0.02010022 -0.01136465 -0.01321667 ...  0.01107973  0.00139873
 -0.02067007]",0
48,48,"Τη ναζιστική ταξιαρχία Εντελβάις εξυμνεί με επίσημο τρόπο η Ουκρανία, καθώς ο Βολοντίμιρ Ζελένσκι εξέδωσε διάταγμα με το οποίο μία μονάδα του Ουκρανικού Στρατού απέκτησε τον τιμητικό τίτλο Εντελβάις.","[ 0.00256821 -0.02138926 -0.0070073  ...  0.00152222  0.00456835
 -0.02700871]",0
49,49,Η κυβέρνηση της Ταϊλάνδης σχεδιάζει να ακυρώσει τα συμβόλαια με την Pfizer.,"[ 0.00531934 -0.00809465 -0.01774398 ...  0.01509716  0.0036972
 -0.01058086]",0
50,50,"Ένας ανθρακωρύχος στην Κίνα ονόματι Chung Wai κατάφερε να ζήσει εγκλωβισμένος στο ανθρακωρυχείο για 17 χρόνια τρώγοντας αρουραίους, έντομα και βρύα που ευδοκιμούσαν μέσα στα τούνελ.","[ 0.01101235 -0.00337765  0.01866703 ... -0.00043262 -0.00221346
 -0.01990617]",0
51,51,"Ο Άγιος Παΐσιος, σε μία από τις πολλές προφητείες του, είχε πει ότι «θα ετοιμάζονται να μας επιτεθούν (οι Τούρκοι), αλλά ένας μεγάλος σεισμός θα αλλάξει τα σχέδιά τους.","[ 0.01187992 -0.02460147 -0.01074049 ...  0.01933158  0.00162176
 -0.01814035]",0
52,52,Φωτογραφία που κυκλοφορεί στα μέσα κοινωνικής δικτύωσης απεικονίζει τη διάσωση παιδιού στην Τουρκία από άνδρα της ΕΜΑΚ.,"[-0.00712813 -0.00317881 -0.01073482 ...  0.01459726 -0.00784291
 -0.02853876]",0
53,53,"Η Ομοσπονδιακή Διοίκηση Αεροπορίας της Αμερικής (FAA) διεύρυνε κρυφά το εύρος παραμέτρων των ηλεκτροκαρδιογραφημάτων για τους πιλότους μετά την κυκλοφορία των εμβολίων, ώστε να μπορούν να πετάνε.","[ 0.00366836 -0.00610038 -0.00629006 ...  0.02606803  0.00057625
 -0.03994207]",0
54,54,"Πολιτικοί της Ουκρανίας έγιναν δισεκατομμυριούχοι μετά την εισβολή της Ρωσίας στην Ουκρανία. Βάσει των στοιχείων που δημοσίευσαν το Forbes και το BBC, ανάμεσα στους πλουσιότερους Ουκρανούς, συμπεριλαμβάνεται ο Ουκρανός Πρόεδρος, Βολοντίμιρ Ζελένσκι, η περιουσία του οποίου αυξήθηκε από τα 650 εκατομμύρια δολάρια σε 1,5 δισεκατομμύρια το 2022. ","[ 0.00492728 -0.03093783 -0.00609857 ...  0.00405372  0.00554892
 -0.01322448]",0
55,55,Το Παγκόσμιο Οικονομικό Φόρουμ ζήτησε την αποποινικοποίηση της παιδεραστίας,"[ 0.0029472  -0.00209263  0.00103887 ...  0.01132596 -0.0119673
 -0.02877443]",0
56,56,"Ένα 17χρονο θύμα τροχαίου αναγνωρίστηκε ως εγκεφαλικά νεκρό, αλλά λίγο πριν την δωρεά οργάνων του, φάνηκε να επανέρχεται στη ζωή.","[ 0.00998952  0.00205657  0.00194799 ...  0.00472574 -0.01533757
 -0.01257603]",0
57,57,"Ο Αλέξανδρος Παπαϊωάννου απομακρύνθηκε από το Υπουργείο Εξωτερικών λόγω της δήλωσης στους New York Times στις 5 Δεκεμβρίου 2022 ότι το ΥπΕξ έδωσε στις 15 Νοεμβρίου 2021 άδειες εξαγωγών  στην εταιρία Intellexa ΑΕ, που σχετίζεται με το λογισμικό παρακολούθησης Predator.","[ 0.01807298 -0.0041827  -0.00950825 ... -0.01366104  0.00431227
 -0.01658461]",0
58,58,Η τραγουδίστρια Καίτη Γαρμπή καλείται να πληρώσει πρόστιμο 1.7 εκατ. ευρώ για φοροδιαφυγή.,"[-0.00510817 -0.00324733  0.00307485 ... -0.00367854 -0.00554933
 -0.02349757]",0
59,59,"H Βουλή κατήργησε με διάταξη στο νομοσχέδιο με τίτλο  ""Εξορθολογισμός ασφαλιστικής και συνταξιοδοτικής νομοθεσίας, ενίσχυση ευάλωτων κοινωνικών ομάδων και άλλες διατάξεις"" τους όρους ""Έλληνας/Ελληνίδα"" από κρατικά έγγραφα και εκπαιδευτικά συγγράμματα. ","[-0.00555026  0.0043187  -0.0058012  ... -0.00149735  0.00240864
 -0.02109165]",0
60,60,"Η Αλεξάνδρα Μαρτίνου, νέα Πρόεδρος της ""Κιβωτού του Κόσμου"", είναι σύζυγος του Ανδρέα Μαρτίνη.","[ 0.00781167 -0.00963587 -0.00866974 ... -0.01152364 -0.02114044
 -0.01861071]",0
61,61,Πέθανε η Ελένη Κούρκουλα.,"[ 0.01223485  0.01328573  0.0066556  ...  0.02029163 -0.00150308
 -0.02412577]",0
62,62,Πέθανε η ηθοποιός Μίνα Αδαμάκη.,"[ 0.01000024 -0.00287857 -0.00062979 ...  0.00419539 -0.01446599
 -0.03526802]",0
63,63,"Ο παππούς του Καγκελάριου της Γερμανίας, Olaf Scholz, ήταν ανώτερο στέλεχος των SS της ναζιστικής Γερμανίας.","[ 0.00893477 -0.01849154 -0.00559476 ...  0.02427096  0.01417642
 -0.00643057]",0
64,64,"Στη φωτογραφία απεικονίζεται ο αρχηγός εγκληματικής οργάνωσης με το ψευδώνυμο «Έσκο», ο οποίος συνελήφθη πρόσφατα στην Πολυτεχνούπολη στη Ζωγράφου.","[-0.00453931 -0.01397414 -0.03192222 ...  0.00982373 -0.01520292
 -0.02964766]",0
65,65,"Ο επίτιμος Αρχηγός ΓΕΕΘΑ, Ευάγγελος Αποστολάκης δήλωσε σε πρωινή τηλεοπτική εκπομπή πως «έχουμε περιθώρια να βάλουμε νερό στο κρασί μας ή να δεχτούμε κάποιες παραχωρήσεις» αναφερόμενος στις  τουρκικές αξιώσεις για αποστρατικοποίηση των ελληνικών νησιών. ","[ 0.00987869 -0.01350949 -0.00378981 ... -0.01713367 -0.00755313
 -0.00024701]",0
66,66,"Η Χαντίς Νατζάφι, η 20χρονη διαδηλώτρια που απεικονίζεται σε βίντεο να δένει τα μαλλιά της, έπεσε νεκρή από τα πυρά των ιρανικών αρχών. ","[-0.00963081 -0.00019823  0.01382718 ... -0.00444399 -0.00832107
 -0.00648027]",0
67,67,Τρεις νέοι γιατροί στον Καναδά πέθαναν λίγες μέρες μετά την 4η δόση του εμβολίου για την COVID-19.,"[ 0.00761596  0.00167526  0.00682092 ...  0.00670103 -0.00755917
 -0.01027239]",0
68,68,Το άρθρο του Alexander Clapp στους New York Times αποτελεί πληρωμένη καταχώρηση που κόστισε 28 χιλιάδες δολάρια.,"[ 0.00314749  0.02082088  0.00987197 ... -0.00288627 -0.00863477
 -0.01628234]",0
69,69,"Το βίντεο απεικονίζει την Τατιάνα Νάβκα, σύζυγο του Ντμίτρι Πεσκόφ, εκπροσώπου τύπου του Κρεμλίνου, να διασκεδάζει σπάζοντας πιάτα σε ταβέρνα στην Ελλάδα.","[-0.0059207  -0.00826144  0.00811063 ... -0.00674684 -0.01172993
 -0.02206985]",0
70,70,"27χρονος Καναδός, ο οποίος νοσούσε με COVID-19 και  διεκομίσθη από τη Μύκονο στο Γενικό Νοσοκομείο Σύρου κατέληξε επειδή είχε κάνει το μπόλι. ","[ 0.02267635  0.00052551  0.01802642 ... -0.01017888 -0.01241466
 -0.01723657]",0
71,71,"Βίντεο δείχνει ζωντανό μαμούθ μετά το 1890, ενώ το είδος εξαφανίστηκε πριν 4,000 χρόνια.","[-0.00186923 -0.0109951  -0.00552994 ... -0.00202797 -0.00114357
 -0.02428381]",0
72,72,Ο διευθυντής της Εφημερίδας των Συντακτών κ. Νικόλας Βουλέλης εμφανίστηκε σε τιμητική για τη Δημοκρατία δεξίωση στο Προεδρικό Μέγαρο με σαγιονάρες.,"[-0.00935449 -0.00230048 -0.01269823 ... -0.01634714 -0.00706563
 -0.00011776]",0
73,73,"Η Pfizer απέσυρε το εμβόλιό της από την Ουρουγουάη, όταν τοπικό δικαστήριο ζήτησε να μάθει το περιεχόμενο του εμβολίου.","[-0.00036418  0.00146331 -0.00371729 ... -0.00350601 -0.01275632
 -0.00965308]",0
74,74,"Σύμφωνα με πρόσφατες δηλώσεις του Υπουργού Δικαιοσύνης στη Βουλή το 2022, επαναφέρεται η διάταξη περί κακόβουλης βλασφημίας στον Ποινικό Κώδικα.","[-0.0005742  -0.01057428 -0.01181599 ...  0.01836134  0.00270632
  0.01181599]",0
75,75,"Όπως δείχνει φωτογραφία, ο Πούτιν έστειλε τον εν αποστρατεία 67χρονο στρατηγό «Πάβελ», που ζυγίζει 127 κιλά, στην πρώτη γραμμή, στον πόλεμο στην Ουκρανία.","[ 0.00065594 -0.02720689 -0.00999558 ...  0.01721789  0.00540523
 -0.00438005]",0
76,76,Βίντεο δείχνει τον Joe Biden να φοράει ανάποδα το μετάλλιο που απένειμε σε βετεράνο πολέμου του Βιετνάμ.,"[-0.01954741 -0.0161632  -0.0002648  ... -0.01277899  0.00436093
 -0.00460592]",0
77,77,Το ελληνικό Δημόσιο θα καταβάλει αποζημίωση 200 χιλιάδων ευρώ σε μητέρα ανήλικης που πέθανε λόγω του εμβολιασμού της κατά της COVID-19.,"[ 0.02010204  0.00381672 -0.012329   ...  0.00236047 -0.00335034
 -0.02769107]",0
78,78,"Η Ρωσία κατέθεσε μήνυση στο Διεθνές Δικαστήριο της Χάγης κατά των ΗΠΑ, κατηγορώντας τες ότι προκάλεσαν την πανδημία της COVID-19 μέσω της Ουκρανίας.","[ 0.0145647  -0.01717657 -0.00235615 ...  0.00770051  0.01358686
 -0.0118692 ]",0
79,79,Στο βίντεο απεικονίζεται ένας χώρος που η «ελίτ» χρησιμοποιεί για τις θυσίες παιδιών.,"[ 0.01159886 -0.00098205 -0.02119379 ... -0.00657578 -0.00620088
 -0.03426572]",0
80,80,Βίντεο δείχνει πρόσφατο χτύπημα ρωσικού υπερηχητικού πυραύλου Κινζάλ στην Ουκρανία.,"[-0.00678056 -0.00867273  0.00265536 ... -0.00552355  0.00235441
 -0.01409984]",0
81,81,"Σύμφωνα με τον νέο Κώδικα Οδικής Κυκλοφορίας (ΚΟΚ), θεσπίζεται πρωτοφανές νέο πρόστιμο ύψους 100 ευρώ για όσους οδηγούς μουντζώνουν. Η μούντζα θα τιμωρείται επιπλέον με αφαίρεση άδειας οδήγησης και πινακίδων κυκλοφορίας.","[ 0.0181326   0.0019197  -0.00565538 ... -0.01545284 -0.01041298
 -0.01786054]",0
82,82,Ο εικονιζόμενος άνδρας με τα ναζιστικά τατουάζ ανήκει στο Τάγμα Αζόφ. ,"[ 0.00939752 -0.01546378 -0.00462747 ... -0.00042329 -0.00486727
 -0.02675377]",0
83,83,H Σερβία κήρυξε τον ΠΟΥ τρομοκρατική οργάνωση και αποχωρεί.,"[-0.00134193 -0.03426822 -0.00791521 ...  0.02478326 -0.01906302
 -0.0019206 ]",0
84,84,"Το Ίδρυμα Ωνάση φιλοξενεί την ελαιογραφία του Πωλ Ρίτσμοντ με τίτλο ""Chosen Family Painting"". ","[ 0.00229503 -0.01535562 -0.01384    ...  0.00016619 -0.00055506
 -0.057434  ]",0
85,85,"Βίντεο δείχνει τον Joe Biden να κάνει χειραψία στο αέρα, χωρίς να βρίσκεται άλλο άτομο δίπλα του.","[-0.02151563 -0.01962965 -0.0002598  ... -0.00896164 -0.01566523
 -0.00827524]",0
86,86,Ουκρανοί πρόσφυγες στη Γερμανία επιχείρησαν να κάψουν ρωσική σημαία και…πυρπόλησαν το σπίτι τους.,"[-0.00247566 -0.01860144 -0.01116475 ...  0.01777298 -0.01536528
 -0.01108061]",0
87,87,Βίντεο παρουσιάζει πλάνα από τη σύλληψη του διοικητή του Τάγματος Αζόφ στη Μαριούπολη το 2022.,"[-0.00293038 -0.01873071 -0.02292966 ...  0.00728563 -0.01380781
 -0.01416321]",0
88,88,"Ο τραγουδιστής του συγκροτήματος Kalush Orchestra, που πρώτευσε στο διαγωνισμό τραγουδιού Eurovision 2022 εκπροσωπώντας την Ουκρανία, απηύθυνε ναζιστικό χαιρετισμό κατά την αποχώρησή του από τη σκηνή.","[ 0.00133996 -0.02466449  0.01514764 ... -0.00865108 -0.00817523
 -0.02844479]",0
89,89,"Ο αριθμός των εισακτέων για το 2022-2023 έχει αυξηθεί κατά περίπου 8,000 σε σχέση με πέρυσι.","[ 0.01030015 -0.0125225  -0.00233348 ... -0.0014397  -0.00039455
 -0.01896412]",0
90,90,Χάκερ «έσπασαν» τους κωδικούς εταιρειών παραγωγής εμβολίων.,"[-0.01707015 -0.02098067 -0.00275438 ...  0.00381376 -0.00278941
 -0.00612604]",0
