,id,claim,text_embedding,label
14,33,Έχουμε 100.000 μετανάστες στην Ελλάδα,"[ 0.01940721 -0.00673552  0.00496024 ... -0.00702055 -0.00276516
 -0.02490964]",1.0
15,34,ΜΚΟ που «διχοτομεί» τη Λέσβο,"[-0.00856263  0.01489326 -0.00188159 ... -0.01477368 -0.01133933
 -0.03241708]",0.0
16,35,«Δυσανάλογο και αβάσταχτο βάρος» οι πρόσφυγες και μετανάστες,"[ 0.00765088 -0.00878747  0.01427558 ... -0.00544914 -0.03424061
 -0.0273821 ]",0.0
17,36,"Τον Απρίλιο του 2020 οι αφίξεις μεταναστών μειώθηκαν 97,26% έναντι του Απριλίου του 2019, και τον Μάιο του 2020 91% έναντι του Μαΐου του 2019. Επίσης σημειώνεται αποσυμφόρηση των νησιών","[-0.00213814 -0.01633861 -0.00838447 ...  0.00254156 -0.01784473
 -0.0146039 ]",2.0
18,37,"""'""Θα είναι πραγματικότητα σε λίγους μήνες'"" ο φράκτης στον Νότιο Έβρο.""","[-0.00894868 -0.02007902  0.0060224  ...  0.00060991  0.00252784
 -0.01903392]",1.0
19,38,Έντονη κινητικότητα στα σύνορα στον Έβρο. Το συγκεντρωμένο πλήθος των μεταναστών φαίνεται να ξεπερνάει τις 6.000,"[ 0.01223676 -0.00082639 -0.00485961 ... -0.01169005  0.0049541
 -0.04014575]",0.0
20,39,Χωρίς παιδική προστασία τα ανήλικα ασυνόδευτα οδεύουν προς απέλαση. Κατά παράβαση διεθνών συμβάσεων παιδιά άνω των 15 ετών κρίνονται με ταχύρρυθμες διαδικασίες ενηλίκων ,"[ 0.02379992 -0.00070208 -0.0075901  ... -0.01731863 -0.02090908
 -0.00385115]",1.0
21,40,Είναι λίγο δύσκολο να εξηγήσουμε σε όλο αυτό τον κόσμο ότι οι διαδικασίες πλέον γίνονται ψηφιακά,"[ 0.01023083  0.01370484 -0.00560624 ... -0.01187541 -0.00346446
 -0.02033417]",0.0
22,41,Οι πρόσφυγες πλησιάζουν το 30% του συνολικού πληθυσμού στη Σάμο - Τα νησιά του Ανατολικού Αιγαίου είναι αυτά που σηκώνουν το μεγαλύτερο βάρος αντιμετώπισης της προσφυγικής και μεταναστευτικής κρίσης ,"[ 0.0083284  -0.00643768 -0.00141309 ...  0.00297631 -0.02008847
 -0.00469215]",1.0
23,42,ΜΚΟ (αγνώστου προελεύσεως) εξυπηρετεί και «κρύβει» παράνομους μετανάστες σε δάση!,"[-0.00152166 -0.01725623  0.00518163 ... -0.00338184 -0.00560011
 -0.01937924]",0.0
24,44,Πάνω από πεντακόσιοι μετανάστες αποβιβάστηκαν στο νησί Λαμπεντούζα της Ιταλίας σε δύο ημέρες,"[ 0.01296287  0.00322267  0.01243123 ... -0.00326861 -0.0077646
 -0.01573922]",1.0
25,45,Επτά νέα κρούσματα COVID-19 - Εξ αυτών πέντε μετανάστες που έφτασαν μέσω κατεχομένων,"[ 0.00722079 -0.00215919  0.01387777 ...  0.00080449  0.00340857
 -0.01577426]",1.0
26,49,Θετικός στον κορωνοϊό διαγνώστηκε ένας από τους 55 πρόσφυγες και μετανάστες που έφθασαν χθες στη παραλία των Μυστεγνών της ανατολικής Λέσβου.,"[-0.00035191  0.00600492 -0.00874636 ... -0.00574226 -0.00617236
 -0.01231845]",0.0
27,50,Σε καραντίνα το ΚΥΤ της ΒΙΑΛ Χίου,"[ 7.73160951e-04  2.12216545e-02 -1.49480510e-03 ... -6.34760654e-05
 -1.78591590e-02 -1.33583900e-02]",2.0
28,51,"Κορωνοϊός-Λέσβος: Συναγερμός μετά τα 82 συνολικά κρούσματα - Lockdown για πρόσφυγες, με μάσκα στους ναούς","[ 0.00371171 -0.00928441 -0.00364672 ... -0.0019448  -0.00024994
  0.00530587]",2.0
29,52,Υπηρεσία Ασύλου: Ολοκληρώθηκαν οι εκκρεμότητες προ του 2019,"[ 0.00627802 -0.02137086 -0.01529303 ...  0.00291257  0.0012323
 -0.00793531]",1.0
30,53,"Ολική καταστροφή στην Μόρια -13.000 πρόσφυγες στον δρόμο, ανάμεσά τους και όσοι βρέθηκαν με κορoνοϊό","[-0.0142023  -0.01211612 -0.0202094  ... -0.0055586  -0.01846978
 -0.02727657]",1.0
31,55,Αφγανοί βιαστές η πλειοψηφία των δήθεν προσφύγων στη Μόρια,"[-0.00613906 -0.01099593 -0.00797507 ... -0.00951235 -0.01166723
 -0.00788109]",0.0
32,56,Απαγορεύτηκε στους Γιατρούς Χωρίς Σύνορα να πλησιάσουν τον χώρο που λειτουργεί ως κλινική για πρόσφυγες και μετανάστες στη Λέσβο.,"[ 0.02463616  0.00936174  0.01195187 ...  0.00010086  0.00317773
 -0.01892323]",1.0
33,57,Εβδομήντα γυναίκες αστυνομικοί συμμετείχαν σε επιχείρηση της ΕΛ.ΑΣ στη Λέσβο για την μεταφορά των μεταναστών στη δομή του Καρά Τεπέ,"[-0.00434518 -0.0029854  -0.0060995  ... -0.00386087 -0.00582179
 -0.02877366]",2.0
34,58,Ιδιαίτερα ανησυχητικός ο αριθμός των κρουσμάτων σε αλλοδαπούς κατοίκους του κέντρου της Αθήνας,"[ 0.0184011   0.00302684  0.00514284 ... -0.00886515 -0.01659913
 -0.02297835]",1.0
35,59,Εκμετάλλευση στην πλατεία Βικτωρίας: Μισθώνουν κρεβάτια σε μετανάστες,"[ 0.01905519 -0.00390985  0.01961795 ... -0.0017897  -0.01153651
 -0.01651624]",1.0
36,60,Γερμανικές ΜΚΟ χέρι - χέρι με Τούρκους δουλέμπορους - Πώς έφερναν μετανάστες στην Ελλάδα,"[ 0.01813706 -0.00588434  0.00045853 ...  0.00342786  0.00976003
 -0.01909857]",0.0
37,61,Μηταράκης: Δεσμευόμαστε για μηδενική μόνιμη παραμονή στα νησιά,"[ 0.00979664 -0.00407048  0.0066358  ... -0.00209578 -0.00644275
 -0.02167434]",1.0
38,62,"Το είδαμε κι αυτό: Πληρώνουμε 4,5 εκατ. € για δωρεάν WiFi στους μετανάστες!","[ 0.01644861  0.00523073  0.01817936 ... -0.01228838 -0.00091987
 -0.01298709]",1.0
39,63,"""Παναγιώτης Χαρέλας, πρόεδρος της  Πανελλήνιας Ομοσπονδίας Συνοριακών Φυλάκων : '""Οι μετανάστες ξεφορτώνονται με στρατιωτικά οχήματα'""""","[ 0.00033288 -0.0116452   0.00104057 ... -0.0049382  -0.01142163
 -0.0089624 ]",0.0
40,65,Λιβανέζοι αναζητούν καλύτερη τύχη σε Κύπρο και Ελλάδα,"[ 0.00278893 -0.0078413   0.00864519 ... -0.0084541  -0.00196362
 -0.0065399 ]",0.0
41,66,Άγριο πλιάτσικο σε καταστήματα της Σάμου από μετανάστες μετά τον εφιαλτικό σεισμό,"[ 0.00626355 -0.00219174 -0.00943367 ... -0.00041606 -0.00164172
 -0.03013439]",0.0
42,67,Καρά Τεπέ: Κλέβουν ο ένας τον άλλο οι μετανάστες,"[ 0.00903561 -0.00269149  0.02531794 ...  0.01228167 -0.01475362
 -0.00561067]",0.0
43,68,Μηταράκης : Δύσκολο να γνωρίζουμε πόσοι πρόσφυγες βρίσκονται στη χώρα μας με απορριπτικές αποφάσεις,"[ 0.02172881 -0.00040554 -0.00694522 ... -0.0009573  -0.02788753
 -0.0169698 ]",1.0
44,71,"""Ν. Μηταράκης: '""Τα αποτελέσματα του 2020 δείχνουν ότι η ελληνική Υπηρεσία Ασύλου είναι η δεύτερη ταχύτερη και πιο παραγωγική υπηρεσία στην Ευρωπαϊκή Ένωση».""","[-0.01774264 -0.00470696 -0.01387247 ... -0.01612135 -0.01289185
 -0.018854  ]",1.0
45,72,"""Ν. Μηταράκης για επαναπροωθήσεις προσφύγων: «Εχουμε απορρίψει κατηγορηματικά αυτούς τους ισχυρισμούς, καθώς τέτοια περιστατικά δεν έχουν σχέση με την πραγματικότητα'""""","[-0.00942552 -0.01064342 -0.00865109 ... -0.01685208 -0.0231137
 -0.01865246]",0.0
46,74,"Λέσβος: Σκηνές, πορείες και κορωνοϊός στο Καρά Τεπέ – Πάνω από 300 μετανάστες εγκαταστάθηκαν στον νέο καταυλισμό","[ 0.00248953 -0.00093546  0.01415138 ...  0.01069379 -0.00981769
 -0.02331366]",0.0
47,75,Βρέθηκαν άδειες διαμονής αλλοδαπών στο σπίτι του Λιγνάδη,"[ 0.02127507  0.00296899 -0.01021386 ... -0.01012261 -0.00690267
 -0.01139363]",1.0
48,76,Σταθεροποίηση του χαμηλού ρυθμού αφίξεων ( -89% μείωση στις αφίξεις στα νησιά τον Φεβρουάριο του 2021 σε σχέση με τον Φεβρουάριο του 2020),"[-0.01141346 -0.01895569  0.00262476 ...  0.0123479  -0.00521615
 -0.01640602]",1.0
49,79,"«το πρώτο τρίμηνο του 2021 έφτασαν στα ελληνικά νησιά 798 μετανάστες, ενώ ο αριθμός την αντίστοιχη περίοδο του 2020 ήταν 7.328»","[ 0.01173913 -0.02195418  0.00064041 ... -0.00357086  0.00434864
 -0.0118021 ]",2.0
50,81,"«Αναφέρθηκε [ο κ. Μηταράκης] σε ολίγιστους και ολίγους, ότι καμία δεκαριά άτομα αντιδρούν στη δομή [στο Θόλος], το οποίο το θεωρώ εξαιρετικά προσβλητικό'.","[-0.00805249  0.00251969 -0.01174321 ... -0.01138796 -0.02288117
 -0.01301951]",2.0
51,82,"«Απόφαση της κυβέρνησης είναι να μην αυξηθεί και να μην αναβαθμιστεί η χωρητικότητα στο ΚΥΤ (σ.σ. Φυλακίου) στον Έβρο, κατόπιν εκτενούς διαβούλευσης με την τοπική κοινωνία και τα συναρμόδια υπουργεία»","[ 0.01707217 -0.00152121 -0.01295793 ... -0.0037842  -0.02503149
 -0.02217331]",0.0
52,83,"«Η στοχευμένη ενίσχυση των Λιμενικών Αρχών του Ανατολικού Αιγαίου σε προσωπικό και επιχειρησιακά μέσα και η συνεργασία με την Frontex, συνέβαλαν καθοριστικά στην μείωση κατά 85% των μεταναστευτικών ροών προς την Ελλάδα το 2020","[-0.00201871  0.00224265  0.01265236 ... -0.00691566 -0.00779164
 -0.01526714]",1.0
53,84,«Θεριεύει» η εγκληματικότητα στο δεύτερο lockdown,"[-0.00482173 -0.01450173 -0.00919817 ... -0.0033463  -0.00071944
 -0.0107467 ]",0.0
54,86,"Μία κλοπή ή διάρρηξη ανά 14 λεπτά (!) καταγράφεται σε κατάστημα, επιχείρηση ή κατοικία της Θεσσαλονίκης ","[ 0.00362201  0.00712527 -0.00587175 ...  0.00619503  0.00681519
 -0.02805245]",0.0
55,87,8 στις 10 νεαρές Ευρωπαίες αποφεύγουν ορισμένους δημόσιους χώρους από φόβο ότι θα δεχθούν επίθεση ή παρενόχληση,"[ 0.00728237 -0.00250067  0.00618904 ... -0.00129589 -0.00161803
 -0.01252125]",1.0
56,88,Μειώθηκαν κατά 79% οι ληστείες στον δήμο Νεάπολης-Συκέων στο πρώτο τρίμηνο φέτος,"[ 0.012316    0.00980961  0.00315262 ...  0.00032905 -0.00615146
 -0.01607231]",2.0
57,89,"Τρεις κουκουλοφόροι αλλοδαποί είναι, σύμφωνα με τις πρώτες πληροφορίες, οι δράστες του φρικτού εγκλήματος κατά οικογένειας στα Γλυκά Νερά","[-0.00032816 -0.01703517 -0.0067066  ...  0.0109057  -0.00095939
 -0.00474305]",0.0
58,90,Σύλληψη 36χρονου στον Έβρο σχετίζεται με τα Γλυκά Νερά,"[ 0.01239736 -0.00764666  0.02034338 ...  0.0037973   0.00895473
 -0.01060771]",0.0
59,91,"Αύξηση των υποθέσεων που υποβάλλονται στον Συνήγορο του Πολίτη, ως Εθνικό Μηχανισμό Διερεύνησης Περιστατικών Αυθαιρεσίας, κατά 26% διαπίστωσε η Ανεξάρτητη Αρχή στην ετήσια έκθεσή της για το 2020.","[ 0.01102647  0.00107387 -0.00517053 ... -0.00442523  0.00694727
 -0.01052738]",1.0
60,92,Μείωση της εγκληματικότητας το πρώτο πεντάμηνο του 2021 συγκριτικά με το αντίστοιχο του 2019 και του 2020,"[-0.00291266 -0.01534036  0.00732124 ...  0.01066846 -0.00203063
 -0.01628378]",0.0
61,93,"Αυξημένοι όλοι οι δείκτες για ληστείες, απάτες και ανθρωποκτονίες","[ 0.00801429  0.00200191 -0.0044772  ... -0.01850888 -0.01169473
 -0.00884106]",1.0
62,94,Η αστυνομία δεν έχει την παραμικρή αμφιβολία για τη μη εμπλοκή του Μπάμπη Αναγνωστόπουλου στη δολοφονία της 20χρονης Κάρολαϊν,"[-0.00223095 -0.00495588  0.00154004 ... -0.00594383 -0.03468793
  0.00674774]",0.0
63,95,"Σεσημασμένος βιαστής, ο οποίος είχε οδηγηθεί στη φυλακή το 2015 αποφυλακίστηκε το 2020 με τον νόμο Παρασκευόπουλου","[ 0.00990882 -0.01295917 -0.00441177 ... -0.00979323 -0.01839201
 -0.01240048]",0.0
64,96,Αύξηση στα περιστατικά την περίοδο της καραντίνας καταγράφει έκθεση της ΕΛ.ΑΣ. για τις βιαιοπραγίες και άλλες επιθέσεις μέσα στις οικογένειες,"[ 0.01043974  0.00276463  0.00466428 ... -0.00736571 -0.01627508
 -0.02171785]",1.0
65,97,Εκτοξεύεται η εγκληματικότητα των ανηλίκων,"[-0.0013962  -0.01463101 -0.01604438 ... -0.00342219 -0.00151643
 -0.01655477]",0.0
66,98,Απόπειρα αυτοκτονίας έκανε ο δολοφόνος της Γαρυφαλλιάς,"[ 0.00497102  0.00920345 -0.0044219  ... -0.00472375 -0.00303785
 -0.00242931]",0.0
67,100,Νότης Μηταράκης:  «Πολλές περιπτώσεις [επαναπροωθήσεων] έχουν διερευνηθεί και από την Ευρωπαϊκή Ένωση»  ,"[ 0.00203728 -0.00565693  0.02014531 ... -0.01236012 -0.01506349
 -0.01915754]",0.0
68,105,Κυριάκος Μητσοτάκης: «Φέτος δεν έχει υπάρξει πνιγμός στο Αιγαίο» ,"[-0.01318928 -0.01809574  0.01024919 ... -0.00778332 -0.00824488
 -0.01985347]",0.0
69,112,Κυριάκος Μητσοτάκης: «Είχαμε αναλάβει τη δέσμευση να ασχοληθούμε ειδικά με το ζήτημα των ασυνόδευτων ανηλίκων. Εξ’ ου και συστήσαμε την ειδική γραμματεία της οποίας προΐσταται η κυρία Αγαπηδάκη και εκεί πιστεύω ότι τα αποτελέσματα είναι εντυπωσιακά όχι μόνο ως προς τη μείωση των ασυνόδευτων παιδιών που φιλοξενούνται στην πατρίδα μας αλλά κυρίως ως προς τις συνθήκες στις οποίες αυτά φιλοξενούνται». ,"[-0.00949972  0.01066728 -0.00185417 ... -0.02069771 -0.02565986
 -0.02605789]",0.0
70,114,"Νότης Μηταράκης: «Αποχαιρετούμε το 2021, τη χρονιά με τις χαμηλότερες μεταναστευτικές ροές από την έναρξη της κρίσης»","[-0.00097926 -0.0185643  -0.0028864  ...  0.00047047  0.00017673
 -0.02299991]",1.0
71,121,"ΣΟΚ: Πατέρας σκότωσε τη γυναίκα, τα δύο παιδιά του και αυτοκτόνησε","[ 0.01614123  0.00161746  0.00093881 ...  0.00155063 -0.01936184
 -0.00328426]",0.0
72,120,"Κυριάκος Μητσοτάκης: «Είχαμε αναλάβει τη δέσμευση να ασχοληθούμε ειδικά με το ζήτημα των ασυνόδευτων ανηλίκων. Εξού και συζητήσαμε με την ειδική γραμματεία, της οποίας προΐσταται η κυρία Αγαπηδάκη, και εκεί πιστεύω ότι τα αποτελέσματα είναι εντυπωσιακά [...] κυρίως ως προς τις συνθήκες στις οποίες αυτά φιλοξενούνται. Δεν υπάρχουν πια απροστάτευτα παιδιά τα οποία να στοιβάζονται σε ζούγκλες τύπου Μόριας στα νησιά μας, όλα τα ανήλικα φιλοξενούνται σήμερα σε ξενώνες και βέβαια έχει καταργηθεί και με νομοθετική ρύθμιση το μέτρο της προστατευτικής φύλαξης που δυστυχώς κρατούσε ασυνόδευτα προσφυγόπουλα στα αστυνομικά τμήματα. Ο εθνικός μηχανισμός επείγουσας ανταπόκρισης τους προσφέρει σήμερα άμεση βοήθεια και φιλοξενία». ","[-0.01135713  0.00157655  0.00058903 ... -0.01902153 -0.02231576
 -0.02935585]",0.0
73,125,"""'""Ακούω ότι είναι νεκροί (πρόσφυγες/μετανάστες); Πού είναι; Υπάρχει έγκλημα χωρίς πτώμα;'""""","[ 0.00730735 -0.01333061 -0.01420432 ...  0.00069168 -0.01387337
 -0.01172882]",2.0
74,141,"«Τα οκτώ τελευταία χρόνια ήταν τα πιο ζεστά που καταγράφηκαν ποτέ σε όλο τον κόσμο, ξεπερνώντας όλα κατά περισσότερο από έναν βαθμό τις θερμοκρασίες της προβιομηχανικής περιόδου [...]». ","[-0.01083788 -0.01350637 -0.0048977  ... -0.00409781 -0.00493048
 -0.00497965]",1.0
75,47,"Εξήντα πέντε μετανάστες, από τους συνολικά 94 που διασώθηκαν χθες στη θάλασσα και μεταφέρθηκαν στη Μάλτα, βρέθηκαν θετικοί στην Covid-19","[ 0.01194655  0.00073917  0.01034989 ... -0.00670218 -0.01132177
 -0.01760743]",1.0
76,73,"""Κ. Μητσοτάκης για αναφορές περί επαναπροωθήσεων περισσότερων των 1000 προσφύγων, στο Αιγαίο : '""Δεν συνέβη'"" ""","[-0.01159661 -0.01122274 -0.00796474 ... -0.02121706 -0.03573119
 -0.0336482 ]",1.0
77,123,"""Γιάννης Πλακιωτάκης: '""...έχουμε εντυπωσιακή μείωση των ροών το 2021 σε σχέση με το 2019 πάνω από 90%...'"" ""","[-0.00648294  0.00481674  0.02503534 ... -0.00253504 -0.01829256
 -0.0228527 ]",1.0
78,77,Θεσσαλονίκη: «Βράζει» ο Εύοσμος - Τους επέβαλαν σκληρό lockdown και δημιουργούν hot spot παράνομων μεταναστών,"[ 0.00556556 -0.01630947 -0.00911768 ...  0.00932643  0.0089022
 -0.02304335]",0.0
79,78,"...ο Tούρκος Υπουργός Εσωτερικών Soylu, ... Συκοφαντούσε την Ελλάδα με fake news, ... Σήμερα με μήνυμα και βίντεο στο twitter “κατήγγειλε” ότι το ΛΣ έδειρε 7 πρόσφυγες-μετανάστες, τους αφαίρεσε τα προσωπικά τους είδη και τους πέταξε στη θάλασσα δεμένους με πλαστικές χειροπέδες.","[ 5.95642067e-03  8.98968987e-03  3.17529775e-05 ...  5.46922861e-03
  8.03532824e-03 -2.08224449e-02]",0.0
80,124,"""Νότης Μηταράκης: '""Μέσα στο 2020 δεν είχαμε κανένα θάνατο στο Αιγαίο Πέλαγος'""""","[ 0.0035622  -0.02568145 -0.00386255 ... -0.00977264 -0.02034622
 -0.01864101]",0.0
81,127,Περίπου 800 συλλήψεις σε μια εβδομάδα στο κέντρο της Αθήνας,"[ 0.01441115  0.01203091 -0.00222783 ...  0.00052656 -0.01170663
 -0.04065216]",0.0
82,140,"«Η μέση θερμοκρασία των ωκεανών της Γης το 2022 ήταν η υψηλότερη που έχει καταγραφεί ποτέ, σύμφωνα με τα διαθέσιμα δεδομένα που χρονολογούνται από το 1958 [...]» ","[ 2.40152822e-05 -1.25078217e-03 -4.20406321e-03 ... -1.91306885e-04
 -1.52768278e-02 -1.22697325e-02]",0.0
83,138,"Aπό την Ινδία και την Ινδονησία μέχρι την Αίγυπτο, περίπου 10,5 εκατομμύρια παιδιά έχασαν τουλάχιστον έναν γονιό ή κηδεμόνα λόγω Covid-19","[ 0.02199141 -0.0051238   0.00404036 ... -0.00173158 -0.01334962
 -0.02516436]",2.0
84,142,"«Στις 26/9 η Ελλάδα ερχόταν πρώτη ανάμεσα στις χώρες της δυτικής Ευρώπης στη συνολική θνησιμότητα (3.160 θάνατοι/εκατ. πληθυσμού, με μέσο όρο της ΕΕ 2.561/εκατ.)» ","[ 0.01526994 -0.00674368 -0.0046072  ... -0.01241256 -0.0017105
 -0.01642338]",2.0
85,106,"Γιώργος Ψυχογιός: «Ο κος Μηταράκης στέλνει έγγραφο υπογεγραμμένο από τις χώρες του Βίζεγκραντ και την Αυστρία με το οποίο ζητάει το δικαίωμα να κάνει επαναπροωθήσεις. Δώστε μου, λέει, το νομικό πλαίσιο για να μπορώ να το κάνω». ","[ 0.00022421 -0.01645896 -0.0113614  ... -0.00994614 -0.0003788
 -0.0153582 ]",2.0
86,151,"Η αυξητική τάση της μέσης ετήσιας θερμοκρασίας στην Ελλάδα είναι αδιαμφισβήτητη, οι αποκλίσεις της μέσης ετήσιας θερμοκρασίας από τις κανονικές τιμές έφτασαν ή ξεπέρασαν τους 0,8 βαθμούς Κελσίου και διαφαίνεται σταδιακή αύξηση της θερμοκρασίας, που ξεκινά από τα μέσα της δεκαετίας του '80 με αρχές της δεκαετίας του '90.","[ 0.01457374 -0.00481313  0.00239018 ...  0.00072287 -0.01623818
 -0.02888535]",0.0
87,101,"""Ψυχογιός, (τομεάρχης ΣΥΡΙΖΑ): '""Καταργείται το πρόγραμμα ΕΣΤΙΑ'""""","[ 0.00200187 -0.03626329 -0.00380405 ...  0.01283326 -0.0176657
 -0.01962264]",0.0
88,137,"Der Spiegel - Γ. Χρηστίδης, Maximilian Popp: Πώς ο θάνατος της πεντάχρονης Μαρίας άλλαξε τη συζήτηση για το προσφυγικό στην Ελλάδα","[ 0.01563041  0.00711777  0.01203242 ...  0.02036255 -0.02251352
 -0.02946182]",1.0
89,136,ΕΛ.ΑΣ: Οι δύο γιοι του Δημήτρη Ινδαρέ συμμετείχαν στην κατάληψη στο Κουκάκι,"[ 0.00689964  0.00779672  0.00754606 ... -0.0025214  -0.0107914
 -0.00314145]",0.0
90,11,"""'""καταγράφηκαν μόνο 39 αφίξεις στα ελληνικά σύνορα τον Απρίλιο'"" (του 2020) ""","[-0.0037622  -0.00956481  0.00310245 ...  0.01694117  0.00452816
 -0.00859288]",1.0
91,135,Νότης Μηταράκης: Αυξάνονται οι ροές σε σχέση με το 2021,"[ 0.00350179 -0.01890515  0.00216716 ... -0.00654359 -0.00395855
 -0.01313254]",1.0
92,131,«Βασικός στόχος είναι η ασφάλεια για όλους τους Ελληνες πολίτες σε όλη τη χώρα και ιδιαίτερα στο λεκανοπέδιο της Αττικής όπου συγκεντρώνεται το 70% της εγκληματικότητας. Η αστυνομία πρέπει να είναι φιλική με τους πολίτες και τους νέους και σκληρή και αποτελεσματική απέναντι στο έγκλημα»,"[ 0.01274595 -0.00640193 -0.01944385 ... -0.01457967 -0.02304694
 -0.00332643]",0.0
93,178,H βιταμίνη D κάνει καλό στην καρδιά,"[-0.01133272  0.01066229  0.00067244 ... -0.01837215  0.00181788
 -0.01734073]",0.0
94,160,"Το κοινό έγκλημα, ληστείες, διαρρήξεις, έχουν περιοριστεί τα φαινόμενα αυτά","[ 0.00598377  0.00764503  0.01740615 ...  0.00391606 -0.00065523
 -0.01254817]",0.0
95,146,"«Τα δεδομένα τα οποία έχει στη διάθεσή του ο Παγκόσμιος Οργανισμός Υγείας (ΠΟΥ) κάνουν λόγο για 6,5 εκατομμύρια θανάτους μέχρι σήμερα»","[ 0.01390377  0.00734841  0.0152724  ...  0.00574314 -0.00518034
 -0.03184948]",0.0
96,139,Η κλιματική αλλαγή επηρεάζει τόσο την εμφάνιση νέων μεταδοτικών ασθενειών καθώς και το δυναμικό μετάδοσής τους,"[ 0.00994627  0.0009424   0.02337017 ... -0.00289045 -0.00679305
 -0.03744937]",1.0
97,143,"«Τις τελευταίες τρεις εβδομάδες, από τότε δηλαδή που η κυβέρνηση της Κίνας χαλάρωσε τα περιοριστικά μέτρα και τα lockdown για την αντιμετώπιση του κορονοϊού, χιλιάδες άνθρωποι πεθαίνουν καθημερινά στη χώρα. [...] Οι πληροφορίες κάνουν αναφορά για τουλάχιστον 5.000 θανάτους από κορονοϊό ημερησίως, ωστόσο πολλοί από αυτούς δεν ανακοινώνονται». ","[ 0.0092187  -0.00090552  0.0056728  ...  0.0119805  -0.01088213
 -0.02549746]",1.0
